x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class,TypeId,ClId
5.0,10.0,5.0,8.0,2.0,0.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0,15,0,23
6.0,11.0,9.0,8.0,11.0,7.0,8.0,6.0,4.0,7.0,6.0,8.0,6.0,9.0,9.0,8.0,7,1,0
6.0,9.0,8.0,6.0,6.0,7.0,7.0,8.0,5.0,7.0,6.0,5.0,4.0,8.0,4.0,7.0,8,1,0
5.0,8.0,6.0,8.0,3.0,8.0,7.0,8.0,6.0,6.0,6.0,8.0,3.0,8.0,5.0,9.0,14,1,0
4.0,5.0,5.0,4.0,3.0,7.0,6.0,6.0,6.0,6.0,6.0,10.0,2.0,9.0,4.0,8.0,23,1,0
6.0,11.0,7.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,10.0,2.0,9.0,4.0,8.0,23,0,0
3.0,5.0,4.0,4.0,2.0,4.0,11.0,2.0,7.0,11.0,10.0,6.0,1.0,11.0,2.0,5.0,17,1,0
3.0,7.0,4.0,5.0,2.0,5.0,8.0,6.0,7.0,11.0,8.0,13.0,1.0,9.0,3.0,8.0,22,0,0
3.0,4.0,4.0,3.0,1.0,5.0,12.0,2.0,7.0,11.0,9.0,5.0,0.0,10.0,1.0,5.0,21,0,0
1.0,0.0,1.0,0.0,0.0,7.0,7.0,10.0,1.0,7.0,6.0,8.0,2.0,8.0,0.0,8.0,3,1,39
4.0,9.0,6.0,7.0,8.0,7.0,5.0,5.0,2.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,9,1,0
3.0,8.0,5.0,6.0,5.0,9.0,7.0,3.0,3.0,8.0,4.0,5.0,4.0,8.0,6.0,5.0,25,1,0
2.0,3.0,3.0,4.0,3.0,8.0,7.0,6.0,3.0,8.0,6.0,9.0,2.0,9.0,3.0,9.0,14,0,0
7.0,9.0,7.0,7.0,5.0,6.0,8.0,1.0,8.0,8.0,9.0,5.0,4.0,11.0,6.0,4.0,17,0,0
5.0,4.0,5.0,6.0,4.0,7.0,9.0,9.0,8.0,7.0,5.0,7.0,2.0,8.0,9.0,9.0,24,0,0
4.0,4.0,5.0,3.0,2.0,4.0,8.0,5.0,7.0,11.0,10.0,9.0,3.0,9.0,1.0,7.0,20,1,0
2.0,6.0,3.0,4.0,2.0,8.0,8.0,7.0,5.0,7.0,5.0,6.0,2.0,8.0,8.0,8.0,2,0,0
6.0,10.0,8.0,8.0,10.0,8.0,7.0,6.0,1.0,7.0,6.0,8.0,9.0,10.0,6.0,11.0,13,1,0
3.0,1.0,4.0,2.0,1.0,7.0,8.0,4.0,0.0,7.0,8.0,8.0,7.0,9.0,0.0,8.0,19,0,44
4.0,9.0,4.0,7.0,2.0,3.0,7.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0,12,1,18
7.0,10.0,7.0,8.0,4.0,7.0,6.0,7.0,8.0,11.0,5.0,12.0,3.0,9.0,5.0,8.0,23,0,0
6.0,6.0,8.0,8.0,9.0,6.0,7.0,5.0,3.0,8.0,7.0,6.0,7.0,13.0,6.0,9.0,1,0,0
7.0,10.0,8.0,8.0,4.0,2.0,9.0,5.0,9.0,11.0,11.0,13.0,1.0,7.0,3.0,6.0,22,0,0
5.0,9.0,5.0,4.0,3.0,10.0,7.0,2.0,5.0,10.0,5.0,7.0,5.0,10.0,3.0,9.0,11,0,0
4.0,7.0,6.0,5.0,3.0,8.0,9.0,3.0,6.0,13.0,6.0,5.0,2.0,10.0,3.0,8.0,4,1,0
5.0,10.0,7.0,8.0,4.0,10.0,7.0,4.0,6.0,12.0,3.0,4.0,2.0,9.0,3.0,9.0,1,0,0
2.0,3.0,4.0,4.0,2.0,7.0,10.0,1.0,7.0,7.0,11.0,8.0,1.0,11.0,2.0,8.0,17,1,0
4.0,7.0,6.0,8.0,6.0,8.0,9.0,4.0,5.0,7.0,7.0,9.0,3.0,6.0,8.0,7.0,18,0,0
3.0,3.0,3.0,2.0,2.0,5.0,10.0,3.0,2.0,9.0,8.0,7.0,5.0,11.0,1.0,6.0,19,1,0
5.0,8.0,6.0,6.0,5.0,8.0,7.0,7.0,4.0,10.0,6.0,7.0,3.0,8.0,3.0,8.0,13,0,0
5.0,9.0,5.0,6.0,2.0,3.0,11.0,3.0,6.0,12.0,11.0,5.0,1.0,11.0,2.0,5.0,17,1,0
1.0,1.0,2.0,3.0,1.0,8.0,7.0,5.0,8.0,6.0,6.0,7.0,1.0,8.0,7.0,8.0,0,0,0
1.0,1.0,2.0,1.0,0.0,2.0,12.0,4.0,3.0,11.0,9.0,6.0,0.0,8.0,2.0,7.0,4,0,30
5.0,7.0,7.0,5.0,4.0,11.0,6.0,3.0,5.0,9.0,2.0,6.0,8.0,6.0,2.0,9.0,7,0,0
8.0,11.0,6.0,6.0,3.0,8.0,7.0,5.0,4.0,11.0,4.0,6.0,5.0,8.0,4.0,8.0,1,1,0
5.0,5.0,6.0,7.0,3.0,8.0,7.0,8.0,8.0,6.0,7.0,9.0,3.0,8.0,4.0,8.0,13,1,0
3.0,4.0,6.0,3.0,3.0,6.0,7.0,1.0,7.0,10.0,7.0,10.0,3.0,8.0,3.0,7.0,11,1,0
3.0,4.0,4.0,3.0,2.0,4.0,8.0,4.0,6.0,11.0,10.0,12.0,1.0,9.0,2.0,7.0,22,0,0
4.0,7.0,6.0,8.0,5.0,8.0,8.0,5.0,6.0,7.0,7.0,7.0,4.0,8.0,9.0,9.0,18,1,0
3.0,8.0,4.0,5.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0,16,1,5
8.0,12.0,8.0,6.0,6.0,8.0,7.0,3.0,5.0,9.0,3.0,8.0,6.0,7.0,6.0,7.0,6,1,0
9.0,12.0,7.0,7.0,3.0,6.0,10.0,6.0,4.0,13.0,6.0,4.0,4.0,10.0,4.0,8.0,1,1,0
4.0,11.0,6.0,8.0,3.0,10.0,10.0,1.0,3.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0,17,0,0
6.0,10.0,8.0,7.0,8.0,7.0,6.0,6.0,4.0,7.0,6.0,8.0,5.0,10.0,8.0,12.0,4,1,0
1.0,0.0,2.0,0.0,0.0,7.0,10.0,3.0,1.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,17,1,3
4.0,9.0,5.0,7.0,4.0,8.0,7.0,8.0,5.0,10.0,6.0,7.0,3.0,8.0,3.0,8.0,13,1,0
1.0,3.0,2.0,2.0,1.0,9.0,6.0,4.0,4.0,10.0,3.0,5.0,2.0,8.0,2.0,8.0,8,0,0
4.0,6.0,5.0,5.0,5.0,7.0,9.0,2.0,6.0,8.0,6.0,8.0,3.0,6.0,6.0,7.0,16,1,0
2.0,3.0,4.0,2.0,2.0,8.0,7.0,5.0,6.0,9.0,5.0,5.0,2.0,8.0,3.0,7.0,8,0,0
0.0,3.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,18,0,32
2.0,1.0,2.0,3.0,2.0,7.0,8.0,5.0,4.0,7.0,6.0,7.0,4.0,8.0,1.0,6.0,5,1,0
1.0,3.0,2.0,2.0,1.0,6.0,7.0,5.0,5.0,9.0,7.0,10.0,2.0,8.0,4.0,10.0,23,1,0
4.0,7.0,5.0,5.0,3.0,7.0,4.0,1.0,8.0,8.0,2.0,10.0,0.0,6.0,2.0,8.0,15,1,25
0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,7.0,6.0,12.0,0.0,8.0,5.0,11.0,12,0,49
5.0,6.0,6.0,7.0,7.0,7.0,9.0,5.0,6.0,8.0,5.0,7.0,5.0,8.0,10.0,5.0,4,0,0
5.0,9.0,5.0,6.0,3.0,3.0,8.0,6.0,11.0,7.0,6.0,14.0,0.0,8.0,8.0,7.0,12,0,18
2.0,3.0,3.0,2.0,1.0,5.0,12.0,3.0,6.0,11.0,9.0,5.0,1.0,10.0,1.0,5.0,21,1,0
2.0,3.0,3.0,2.0,1.0,8.0,10.0,1.0,6.0,6.0,11.0,8.0,1.0,11.0,2.0,7.0,17,1,0
3.0,6.0,4.0,4.0,1.0,7.0,5.0,13.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,20,1,12
4.0,4.0,4.0,6.0,2.0,1.0,14.0,5.0,3.0,12.0,9.0,5.0,0.0,8.0,3.0,6.0,4,1,16
5.0,6.0,4.0,9.0,4.0,6.0,11.0,3.0,3.0,12.0,7.0,6.0,2.0,7.0,9.0,3.0,0,0,0
4.0,8.0,6.0,6.0,3.0,5.0,11.0,5.0,5.0,13.0,8.0,5.0,2.0,9.0,2.0,6.0,4,1,0
5.0,6.0,8.0,4.0,4.0,6.0,7.0,3.0,6.0,10.0,8.0,10.0,3.0,8.0,3.0,7.0,3,0,0
4.0,9.0,5.0,8.0,5.0,8.0,6.0,8.0,6.0,5.0,4.0,7.0,2.0,8.0,4.0,8.0,14,0,0
5.0,8.0,6.0,6.0,3.0,4.0,8.0,5.0,7.0,11.0,10.0,12.0,2.0,9.0,3.0,7.0,22,1,0
3.0,8.0,6.0,5.0,2.0,6.0,5.0,3.0,0.0,6.0,1.0,8.0,2.0,7.0,2.0,7.0,10,0,4
6.0,11.0,8.0,8.0,7.0,8.0,6.0,3.0,6.0,6.0,7.0,7.0,4.0,8.0,10.0,10.0,16,1,0
10.0,14.0,9.0,8.0,5.0,7.0,7.0,2.0,10.0,9.0,6.0,8.0,4.0,6.0,4.0,8.0,16,0,0
0.0,0.0,1.0,0.0,0.0,12.0,4.0,4.0,3.0,12.0,4.0,10.0,0.0,7.0,0.0,8.0,25,0,22
6.0,8.0,6.0,6.0,4.0,4.0,8.0,5.0,7.0,10.0,8.0,9.0,3.0,9.0,2.0,5.0,20,1,0
5.0,8.0,6.0,6.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,13.0,1.0,8.0,4.0,9.0,22,1,0
2.0,2.0,4.0,3.0,2.0,8.0,7.0,3.0,9.0,6.0,6.0,8.0,2.0,8.0,6.0,8.0,16,1,0
11.0,15.0,10.0,8.0,5.0,11.0,6.0,3.0,9.0,10.0,4.0,7.0,4.0,11.0,4.0,11.0,16,0,0
1.0,0.0,2.0,0.0,0.0,8.0,4.0,2.0,0.0,7.0,2.0,8.0,1.0,6.0,1.0,8.0,10,0,17
4.0,6.0,5.0,4.0,3.0,5.0,11.0,5.0,5.0,11.0,8.0,3.0,0.0,10.0,4.0,6.0,1,1,0
2.0,1.0,3.0,1.0,1.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,1.0,7.0,10,0,17
3.0,9.0,6.0,7.0,4.0,10.0,2.0,1.0,2.0,8.0,3.0,9.0,4.0,5.0,3.0,7.0,10,0,4
1.0,3.0,2.0,2.0,0.0,7.0,7.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,18,1,15
1.0,1.0,2.0,2.0,1.0,7.0,8.0,5.0,3.0,8.0,7.0,7.0,4.0,8.0,1.0,7.0,5,0,0
4.0,7.0,4.0,5.0,4.0,6.0,7.0,9.0,7.0,6.0,5.0,6.0,2.0,8.0,3.0,8.0,8,0,0
6.0,6.0,6.0,4.0,4.0,1.0,12.0,3.0,2.0,11.0,10.0,8.0,6.0,11.0,1.0,7.0,19,0,0
5.0,11.0,6.0,8.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,8.0,7.0,9.0,3.0,7.0,8,0,0
3.0,6.0,3.0,4.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0,15,0,23
3.0,7.0,3.0,4.0,2.0,7.0,6.0,14.0,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0,3,1,1
2.0,1.0,2.0,2.0,1.0,7.0,7.0,3.0,12.0,8.0,6.0,8.0,0.0,8.0,7.0,8.0,0,0,33
4.0,4.0,5.0,3.0,2.0,4.0,12.0,3.0,3.0,10.0,11.0,7.0,2.0,10.0,1.0,8.0,9,1,0
2.0,1.0,3.0,1.0,1.0,6.0,9.0,6.0,6.0,7.0,10.0,9.0,3.0,10.0,1.0,8.0,20,0,0
1.0,0.0,2.0,0.0,0.0,7.0,9.0,2.0,2.0,6.0,12.0,8.0,1.0,10.0,0.0,8.0,17,0,3
3.0,1.0,4.0,2.0,1.0,8.0,7.0,11.0,1.0,7.0,9.0,8.0,7.0,6.0,0.0,8.0,7,0,48
3.0,5.0,3.0,3.0,2.0,8.0,7.0,7.0,5.0,8.0,6.0,8.0,2.0,9.0,9.0,8.0,2,1,0
6.0,10.0,9.0,8.0,4.0,4.0,14.0,3.0,4.0,13.0,7.0,3.0,1.0,10.0,2.0,6.0,4,0,0
4.0,8.0,6.0,6.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,9.0,2.0,8.0,4.0,8.0,23,1,0
4.0,6.0,6.0,4.0,4.0,8.0,8.0,5.0,5.0,9.0,5.0,4.0,4.0,8.0,4.0,8.0,8,0,0
4.0,8.0,4.0,6.0,3.0,6.0,7.0,6.0,5.0,9.0,8.0,10.0,2.0,7.0,4.0,9.0,23,0,0
5.0,9.0,7.0,7.0,4.0,6.0,8.0,5.0,2.0,7.0,8.0,8.0,9.0,10.0,0.0,8.0,19,1,0
3.0,8.0,4.0,6.0,4.0,6.0,7.0,5.0,8.0,7.0,5.0,10.0,3.0,8.0,5.0,9.0,12,1,0
7.0,10.0,7.0,5.0,3.0,8.0,7.0,4.0,4.0,9.0,7.0,7.0,6.0,10.0,5.0,9.0,3,1,0
1.0,1.0,1.0,1.0,0.0,12.0,3.0,6.0,4.0,13.0,4.0,11.0,0.0,7.0,0.0,8.0,25,0,22
4.0,9.0,5.0,4.0,2.0,7.0,8.0,3.0,3.0,12.0,9.0,9.0,5.0,9.0,0.0,8.0,5,0,0
2.0,5.0,3.0,7.0,6.0,8.0,7.0,4.0,1.0,7.0,6.0,7.0,5.0,8.0,4.0,8.0,1,0,0
1.0,1.0,2.0,1.0,1.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,2.0,8.0,3.0,8.0,8,1,2
6.0,9.0,9.0,6.0,6.0,5.0,7.0,1.0,7.0,10.0,8.0,10.0,3.0,8.0,4.0,7.0,11,1,0
7.0,10.0,9.0,8.0,6.0,11.0,5.0,3.0,7.0,11.0,3.0,7.0,5.0,7.0,7.0,12.0,24,0,0
6.0,12.0,5.0,7.0,4.0,6.0,11.0,5.0,2.0,11.0,6.0,3.0,3.0,12.0,5.0,5.0,1,0,0
6.0,9.0,6.0,4.0,4.0,5.0,8.0,3.0,5.0,7.0,4.0,10.0,5.0,7.0,6.0,6.0,6,0,0
3.0,8.0,4.0,6.0,2.0,5.0,11.0,8.0,4.0,7.0,4.0,9.0,3.0,7.0,6.0,11.0,6,1,0
5.0,11.0,6.0,8.0,5.0,3.0,4.0,3.0,8.0,2.0,0.0,8.0,0.0,7.0,1.0,5.0,15,0,25
5.0,7.0,5.0,5.0,2.0,4.0,9.0,5.0,8.0,12.0,10.0,8.0,3.0,9.0,1.0,6.0,20,0,0
3.0,4.0,4.0,3.0,3.0,6.0,10.0,4.0,2.0,8.0,7.0,7.0,6.0,11.0,1.0,6.0,19,0,0
4.0,9.0,6.0,6.0,7.0,8.0,7.0,5.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,10.0,13,1,0
4.0,9.0,6.0,7.0,5.0,9.0,10.0,2.0,2.0,5.0,9.0,7.0,8.0,12.0,1.0,7.0,19,1,0
3.0,6.0,5.0,4.0,5.0,5.0,7.0,3.0,4.0,7.0,6.0,9.0,5.0,10.0,7.0,5.0,6,0,0
1.0,3.0,3.0,2.0,1.0,8.0,7.0,5.0,6.0,9.0,5.0,5.0,2.0,8.0,3.0,8.0,8,0,0
4.0,8.0,6.0,6.0,3.0,9.0,6.0,4.0,8.0,11.0,4.0,8.0,2.0,8.0,5.0,10.0,2,1,0
4.0,5.0,5.0,7.0,3.0,7.0,6.0,6.0,9.0,5.0,6.0,10.0,0.0,9.0,9.0,8.0,2,0,0
5.0,9.0,5.0,7.0,3.0,3.0,7.0,6.0,11.0,7.0,6.0,14.0,0.0,8.0,8.0,7.0,12,0,18
4.0,6.0,4.0,4.0,2.0,5.0,11.0,2.0,7.0,11.0,9.0,5.0,1.0,10.0,2.0,5.0,21,1,0
4.0,7.0,6.0,9.0,6.0,9.0,7.0,7.0,2.0,5.0,7.0,10.0,3.0,8.0,6.0,10.0,14,1,0
2.0,3.0,3.0,1.0,1.0,8.0,2.0,2.0,1.0,7.0,2.0,8.0,2.0,6.0,2.0,7.0,10,0,4
5.0,9.0,8.0,7.0,5.0,7.0,9.0,2.0,4.0,9.0,5.0,6.0,5.0,9.0,1.0,7.0,5,1,0
3.0,7.0,5.0,5.0,4.0,7.0,7.0,3.0,8.0,5.0,6.0,8.0,2.0,8.0,6.0,8.0,16,1,0
5.0,5.0,7.0,5.0,7.0,7.0,8.0,5.0,5.0,7.0,5.0,8.0,9.0,8.0,8.0,6.0,19,0,0
4.0,5.0,4.0,8.0,4.0,6.0,9.0,10.0,7.0,7.0,5.0,7.0,2.0,8.0,9.0,10.0,24,0,0
5.0,10.0,7.0,8.0,6.0,10.0,6.0,3.0,6.0,10.0,4.0,7.0,3.0,7.0,5.0,11.0,24,1,0
4.0,10.0,6.0,8.0,6.0,9.0,3.0,7.0,5.0,7.0,8.0,8.0,3.0,10.0,5.0,4.0,17,0,0
4.0,9.0,7.0,7.0,5.0,8.0,7.0,3.0,8.0,5.0,6.0,8.0,2.0,8.0,6.0,8.0,16,0,0
2.0,4.0,3.0,2.0,1.0,4.0,11.0,2.0,7.0,11.0,10.0,5.0,1.0,11.0,2.0,5.0,17,1,0
5.0,7.0,8.0,5.0,6.0,9.0,7.0,3.0,7.0,10.0,3.0,7.0,5.0,8.0,4.0,9.0,3,0,0
0.0,0.0,1.0,0.0,0.0,3.0,12.0,4.0,2.0,11.0,9.0,6.0,0.0,8.0,2.0,8.0,4,1,30
4.0,5.0,5.0,6.0,5.0,8.0,8.0,6.0,1.0,7.0,6.0,11.0,3.0,9.0,6.0,8.0,14,0,0
1.0,10.0,2.0,8.0,2.0,7.0,7.0,0.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0,18,1,50
2.0,4.0,4.0,3.0,1.0,7.0,11.0,1.0,7.0,7.0,11.0,8.0,1.0,11.0,2.0,8.0,17,1,0
4.0,5.0,6.0,6.0,5.0,8.0,8.0,4.0,6.0,7.0,6.0,8.0,3.0,10.0,8.0,8.0,25,1,0
2.0,4.0,3.0,2.0,1.0,4.0,9.0,5.0,7.0,11.0,9.0,12.0,1.0,9.0,3.0,7.0,22,1,0
2.0,8.0,3.0,6.0,1.0,11.0,3.0,10.0,3.0,12.0,8.0,13.0,1.0,6.0,0.0,8.0,25,1,21
1.0,3.0,2.0,1.0,1.0,7.0,7.0,4.0,4.0,9.0,7.0,10.0,2.0,8.0,4.0,10.0,23,0,0
8.0,10.0,8.0,8.0,8.0,6.0,11.0,3.0,3.0,9.0,7.0,7.0,10.0,12.0,4.0,5.0,19,1,0
6.0,10.0,5.0,5.0,2.0,6.0,10.0,6.0,5.0,14.0,5.0,5.0,3.0,9.0,4.0,8.0,1,0,0
3.0,4.0,4.0,6.0,3.0,6.0,8.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,9.0,24,1,0
3.0,7.0,4.0,5.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0,5,1,29
2.0,5.0,3.0,8.0,1.0,12.0,3.0,10.0,4.0,13.0,5.0,13.0,1.0,6.0,0.0,8.0,25,0,21
4.0,6.0,5.0,6.0,4.0,7.0,7.0,4.0,5.0,7.0,6.0,8.0,2.0,9.0,7.0,10.0,15,1,0
4.0,5.0,6.0,7.0,2.0,5.0,6.0,6.0,11.0,7.0,5.0,12.0,1.0,9.0,4.0,8.0,22,0,0
5.0,9.0,4.0,4.0,3.0,8.0,6.0,5.0,2.0,9.0,6.0,8.0,3.0,10.0,7.0,8.0,23,0,0
2.0,0.0,2.0,0.0,0.0,7.0,10.0,3.0,1.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0,17,1,3
5.0,8.0,7.0,6.0,4.0,5.0,8.0,4.0,6.0,10.0,9.0,8.0,2.0,8.0,5.0,4.0,2,0,0
3.0,6.0,5.0,4.0,4.0,7.0,8.0,3.0,5.0,6.0,6.0,9.0,3.0,8.0,8.0,8.0,16,1,0
4.0,6.0,6.0,4.0,4.0,10.0,6.0,7.0,5.0,6.0,7.0,4.0,8.0,5.0,2.0,5.0,7,0,0
4.0,7.0,4.0,5.0,2.0,7.0,4.0,14.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0,20,1,12
1.0,2.0,2.0,3.0,1.0,10.0,6.0,1.0,7.0,12.0,3.0,8.0,0.0,7.0,1.0,8.0,25,0,9
5.0,10.0,8.0,8.0,5.0,6.0,10.0,3.0,6.0,13.0,7.0,5.0,2.0,9.0,3.0,7.0,4,1,0
4.0,8.0,6.0,6.0,3.0,4.0,8.0,5.0,1.0,7.0,9.0,8.0,8.0,10.0,0.0,8.0,19,1,0
6.0,8.0,7.0,6.0,3.0,3.0,9.0,6.0,8.0,12.0,12.0,9.0,3.0,9.0,1.0,7.0,20,1,0
6.0,9.0,5.0,4.0,2.0,8.0,8.0,3.0,7.0,8.0,4.0,7.0,5.0,7.0,3.0,7.0,11,0,0
7.0,11.0,10.0,8.0,6.0,9.0,7.0,2.0,9.0,12.0,4.0,8.0,5.0,7.0,7.0,10.0,12,0,0
8.0,15.0,8.0,8.0,8.0,7.0,8.0,5.0,5.0,9.0,7.0,8.0,8.0,5.0,10.0,7.0,24,0,0
4.0,7.0,6.0,6.0,4.0,8.0,4.0,3.0,4.0,9.0,3.0,8.0,3.0,7.0,4.0,9.0,13,0,0
3.0,8.0,5.0,6.0,3.0,6.0,11.0,2.0,4.0,8.0,11.0,8.0,2.0,10.0,1.0,9.0,9,1,0
6.0,8.0,9.0,6.0,4.0,5.0,7.0,3.0,7.0,10.0,9.0,11.0,3.0,8.0,3.0,7.0,11,0,0
5.0,8.0,7.0,7.0,8.0,7.0,8.0,5.0,5.0,8.0,6.0,8.0,7.0,8.0,9.0,6.0,24,1,0
6.0,11.0,9.0,8.0,4.0,4.0,9.0,3.0,9.0,11.0,12.0,10.0,3.0,9.0,4.0,5.0,16,1,0
3.0,7.0,4.0,5.0,3.0,7.0,7.0,6.0,8.0,7.0,6.0,9.0,3.0,8.0,6.0,8.0,12,1,0
5.0,11.0,7.0,8.0,6.0,7.0,7.0,2.0,7.0,11.0,7.0,9.0,3.0,8.0,4.0,8.0,12,1,0
10.0,15.0,9.0,8.0,6.0,6.0,9.0,3.0,5.0,10.0,6.0,7.0,5.0,7.0,9.0,6.0,4,0,0
6.0,10.0,6.0,7.0,6.0,3.0,10.0,2.0,3.0,10.0,10.0,8.0,6.0,11.0,2.0,6.0,19,1,0
4.0,7.0,5.0,5.0,2.0,4.0,9.0,6.0,8.0,12.0,10.0,11.0,1.0,9.0,3.0,7.0,22,1,0
6.0,11.0,6.0,6.0,4.0,5.0,9.0,5.0,7.0,10.0,7.0,6.0,5.0,8.0,6.0,5.0,8,0,0
6.0,11.0,8.0,9.0,6.0,8.0,9.0,3.0,5.0,13.0,5.0,3.0,1.0,10.0,3.0,8.0,1,1,0
3.0,6.0,4.0,4.0,3.0,8.0,7.0,2.0,6.0,11.0,6.0,9.0,3.0,8.0,4.0,10.0,12,0,0
2.0,3.0,2.0,1.0,1.0,5.0,12.0,2.0,5.0,11.0,9.0,5.0,1.0,10.0,1.0,5.0,21,0,0
6.0,10.0,9.0,7.0,8.0,9.0,8.0,6.0,6.0,8.0,5.0,7.0,5.0,9.0,6.0,12.0,6,1,0
4.0,6.0,7.0,5.0,7.0,9.0,6.0,4.0,4.0,8.0,5.0,7.0,6.0,9.0,6.0,7.0,6,0,0
4.0,7.0,5.0,5.0,5.0,7.0,7.0,5.0,6.0,7.0,6.0,10.0,6.0,8.0,3.0,8.0,3,1,0
4.0,8.0,6.0,6.0,3.0,7.0,8.0,2.0,10.0,12.0,6.0,8.0,1.0,9.0,6.0,8.0,0,1,0
3.0,9.0,4.0,7.0,3.0,8.0,7.0,4.0,4.0,7.0,6.0,9.0,2.0,8.0,4.0,8.0,16,0,5
3.0,3.0,3.0,5.0,1.0,8.0,5.0,13.0,5.0,6.0,13.0,8.0,3.0,9.0,0.0,8.0,20,0,56
6.0,7.0,6.0,9.0,5.0,7.0,10.0,5.0,3.0,7.0,10.0,11.0,4.0,10.0,7.0,8.0,14,0,0
6.0,7.0,9.0,5.0,6.0,10.0,6.0,3.0,6.0,10.0,3.0,7.0,3.0,7.0,3.0,9.0,3,0,0
3.0,6.0,5.0,5.0,4.0,9.0,7.0,4.0,5.0,6.0,8.0,5.0,4.0,10.0,4.0,5.0,10,0,0
4.0,8.0,6.0,6.0,3.0,8.0,12.0,2.0,3.0,5.0,11.0,9.0,5.0,11.0,3.0,6.0,9,0,0
5.0,4.0,5.0,6.0,2.0,4.0,13.0,8.0,1.0,10.0,6.0,3.0,1.0,10.0,4.0,8.0,1,1,27
2.0,0.0,3.0,1.0,0.0,7.0,9.0,4.0,2.0,7.0,13.0,8.0,2.0,10.0,0.0,8.0,9,0,3
5.0,9.0,6.0,7.0,6.0,7.0,5.0,11.0,1.0,7.0,9.0,8.0,9.0,5.0,2.0,9.0,7,1,13
3.0,6.0,4.0,4.0,3.0,8.0,7.0,4.0,5.0,10.0,5.0,5.0,3.0,8.0,3.0,8.0,8,0,0
8.0,12.0,8.0,6.0,4.0,9.0,8.0,4.0,5.0,8.0,4.0,5.0,6.0,9.0,5.0,9.0,3,0,0
3.0,7.0,4.0,5.0,2.0,5.0,14.0,1.0,5.0,9.0,10.0,7.0,0.0,8.0,0.0,8.0,21,0,10
3.0,8.0,4.0,6.0,3.0,7.0,6.0,11.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0,7,0,13
5.0,10.0,6.0,8.0,7.0,8.0,7.0,4.0,7.0,7.0,6.0,9.0,5.0,7.0,5.0,7.0,21,0,0
4.0,7.0,5.0,5.0,5.0,5.0,7.0,3.0,5.0,7.0,6.0,10.0,5.0,10.0,3.0,8.0,22,1,0
4.0,8.0,4.0,6.0,2.0,3.0,11.0,3.0,3.0,10.0,11.0,8.0,2.0,10.0,1.0,7.0,9,0,0
4.0,9.0,5.0,7.0,5.0,8.0,6.0,7.0,3.0,10.0,5.0,9.0,3.0,8.0,3.0,7.0,13,0,0
4.0,9.0,5.0,6.0,5.0,8.0,7.0,5.0,8.0,5.0,5.0,8.0,0.0,8.0,8.0,7.0,2,0,0
3.0,6.0,5.0,4.0,3.0,8.0,7.0,4.0,9.0,6.0,6.0,8.0,3.0,8.0,6.0,8.0,16,1,0
4.0,7.0,6.0,5.0,4.0,9.0,7.0,7.0,6.0,7.0,6.0,5.0,3.0,8.0,3.0,6.0,3,0,0
4.0,7.0,6.0,6.0,6.0,10.0,6.0,2.0,3.0,9.0,3.0,8.0,5.0,6.0,6.0,13.0,11,0,0
3.0,7.0,4.0,5.0,3.0,7.0,7.0,12.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0,3,1,1
3.0,4.0,4.0,3.0,3.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,3,1,0
2.0,1.0,2.0,2.0,1.0,8.0,7.0,7.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0,13,1,0
