|rknn|,knn,rknn
10,"[(0.9999940100810654, 7507), (0.9999792106630954, 6038), (0.9999774523578702, 869), (0.9999763440613298, 3379), (0.9999473878512568, 3391), (0.9999269295871125, 1199), (0.999922823236209, 3325), (0.9999176026054768, 6641), (0.9999038651273296, 9636), (0.9998800414091992, 269)]","[869, 1199, 1818, 3350, 3379, 3391, 5899, 6038, 7507, 9636]"
10,"[(0.9999979807355623, 4131), (0.9999939859101284, 6384), (0.9999324957895103, 5751), (0.9998676922871719, 3085), (0.9998375926943625, 8166), (0.9998301587679224, 7019), (0.9997292223765336, 7566), (0.9996341808534391, 9400), (0.9996319493274508, 2483), (0.9996279312546928, 7206)]","[3085, 4131, 4639, 5751, 5927, 6384, 7019, 7206, 8166, 9400]"
11,"[(0.9999923281291465, 3030), (0.9999788907612962, 1921), (0.9999758760600322, 6387), (0.999941206322651, 7154), (0.9999312528375495, 8413), (0.9999297725747994, 4579), (0.9999266658289693, 6019), (0.9999254108686249, 8654), (0.9999150721527451, 5148), (0.9999128904187656, 3549)]","[1921, 2245, 3030, 4579, 5148, 6019, 6387, 7154, 8413, 8654, 8822]"
16,"[(0.9989439831141967, 4330), (0.9988505821534008, 7358), (0.9986405913731193, 9285), (0.9983619319411939, 5160), (0.9980571937542085, 4075), (0.9980072544539321, 5446), (0.997977222051793, 2788), (0.9973670507846556, 5710), (0.9967090478041437, 5309), (0.99637273967787, 9243)]","[522, 1992, 2788, 3287, 4075, 4330, 5160, 5309, 5446, 5710, 5878, 7358, 7969, 8729, 9243, 9285]"
8,"[(0.9998850834644929, 2185), (0.9998105180216179, 2880), (0.9998072582872279, 7519), (0.9998055458605641, 1749), (0.9997610958205745, 2957), (0.9997596792488749, 726), (0.9996511431668204, 7255), (0.999624574970544, 6990), (0.9995230045233829, 4342), (0.9994763156925662, 3094)]","[726, 1749, 2185, 2880, 2957, 6990, 7255, 7519]"
12,"[(0.9999760943557972, 6500), (0.9999391298972297, 5320), (0.9998917897985978, 7868), (0.9998602127140694, 4830), (0.9998295544092856, 2339), (0.9998256757029218, 5331), (0.9997130633981023, 9913), (0.9996861265370858, 8745), (0.9996724924312513, 2303), (0.999667302332964, 4008)]","[2303, 2339, 4008, 4459, 4830, 4837, 5320, 5331, 6500, 7868, 8745, 9913]"
12,"[(0.9999848541864456, 5789), (0.9999645818698395, 745), (0.9999502959579508, 8613), (0.9999288806167572, 9291), (0.9999082069990205, 3251), (0.9998888365702427, 7990), (0.9998645115251911, 5768), (0.9998589597311374, 2036), (0.9998062606694377, 3059), (0.9997516772481192, 7197)]","[745, 2036, 2703, 3059, 3251, 3841, 4667, 5768, 5789, 7990, 8613, 9291]"
6,"[(0.9999937647879926, 3991), (0.9999748931130504, 6205), (0.9999458232388407, 9417), (0.9999403221796902, 9792), (0.9999267866053281, 284), (0.9999180227342408, 49), (0.9999073519661212, 7707), (0.9999068830348297, 5409), (0.9998961082458124, 1383), (0.9998908457456834, 4032)]","[49, 3991, 6205, 7707, 9417, 9792]"
11,"[(0.999968416663561, 1740), (0.9999627903134387, 8017), (0.9999610247345199, 8785), (0.9999604739046596, 7285), (0.9999559028510661, 6806), (0.9999525236184046, 632), (0.9999508069219153, 6905), (0.9999481000646955, 698), (0.9999421113542795, 574), (0.9999418093841815, 6964)]","[574, 632, 671, 698, 1740, 6806, 6905, 6964, 7285, 8017, 8785]"
12,"[(0.9999787843465469, 9700), (0.999972989704619, 763), (0.9999312689987154, 5514), (0.9999295781277295, 6343), (0.9999193502905979, 5232), (0.9999157226745211, 3837), (0.9998990981861837, 5008), (0.9998674829995979, 7651), (0.9998392256979786, 1065), (0.9998206863946643, 4822)]","[763, 1065, 3837, 4467, 5008, 5232, 5396, 5514, 6343, 7134, 7651, 9700]"
11,"[(0.9999932897455314, 2175), (0.9999513871483918, 6680), (0.9999500583914364, 9161), (0.9999493511483325, 7076), (0.9999381978732557, 4147), (0.9999115880291839, 1132), (0.9998964052317182, 6803), (0.9998905220346281, 9082), (0.9998816673114443, 3842), (0.9998787789315088, 1967)]","[673, 1132, 1967, 2175, 3842, 4147, 6680, 6803, 7076, 9082, 9161]"
16,"[(0.9999480378018774, 2517), (0.9998961322244021, 8530), (0.9997620181728816, 7082), (0.999627699037559, 703), (0.9995001105135672, 254), (0.9994624583708104, 6324), (0.9993942899267678, 5390), (0.999387264976875, 5590), (0.9993708880202707, 9352), (0.9992634609751592, 4298)]","[254, 481, 703, 2517, 4298, 5390, 5590, 6121, 6324, 6503, 7082, 7632, 7957, 8530, 9352, 9806]"
8,"[(0.9999961577908454, 2034), (0.9999897194381016, 2410), (0.999876330264159, 744), (0.9998444889360997, 5215), (0.9997265773808691, 6124), (0.9994694455397736, 9644), (0.9993852560255334, 6687), (0.9993790054218921, 9122), (0.9992563082250758, 7879), (0.9992500813926164, 7902)]","[744, 2034, 2410, 3695, 5215, 6124, 7879, 7902]"
10,"[(0.9999874708248311, 628), (0.9999842003260937, 3772), (0.999964298485215, 6849), (0.9999632062942311, 1456), (0.9999249112413044, 9919), (0.9999246968766233, 3715), (0.9999088239567402, 2139), (0.999907502867546, 7760), (0.9999058791999208, 2842), (0.9999046331519374, 4950)]","[628, 1456, 2139, 2842, 3715, 3772, 4824, 6849, 7760, 9919]"
8,"[(0.9999730420668813, 7873), (0.9999531534203286, 9973), (0.9999286801049398, 4902), (0.9999263041598189, 6669), (0.999907429837437, 9253), (0.9998461441373941, 8275), (0.999844584372261, 9949), (0.9998051037154863, 7388), (0.9998032693644745, 1605), (0.9997858523419836, 7921)]","[4902, 5984, 6669, 7873, 8275, 9253, 9949, 9973]"
8,"[(0.9999926342601058, 8446), (0.9999763848950747, 9442), (0.9999403634654324, 332), (0.9999031396307406, 6419), (0.9998479799515926, 280), (0.9997778666697307, 780), (0.9997564863604448, 4222), (0.9997464442059002, 8742), (0.9997354385292527, 9207), (0.9996911355682443, 6142)]","[280, 332, 780, 4222, 6419, 8012, 8446, 9442]"
11,"[(0.9999969694656615, 8070), (0.9999624833898773, 5185), (0.9999564589938538, 327), (0.9999531552255703, 2978), (0.9999298943291866, 6409), (0.9999286670805745, 9457), (0.9999180559860271, 8), (0.9999174845058669, 904), (0.9999101503802637, 9405), (0.9999099748639118, 2187)]","[8, 216, 327, 904, 2187, 2978, 3046, 5185, 6409, 8070, 9457]"
10,"[(0.9999951173252161, 369), (0.9999858934226262, 2218), (0.9999571431448336, 3707), (0.9999346320984708, 2077), (0.999931024838, 7497), (0.9999228512786988, 9375), (0.9998738912992702, 549), (0.9998646819212534, 6934), (0.9998608518913118, 2108), (0.9998478803092369, 2596)]","[369, 549, 2077, 2108, 2218, 2284, 3707, 6934, 7497, 9375]"
14,"[(0.9999930748198828, 9712), (0.9999868431099113, 862), (0.9999823589792256, 28), (0.9999662747601525, 1405), (0.999960212194503, 2017), (0.9999579415721276, 3884), (0.9999478960436853, 1731), (0.9999293152391453, 3753), (0.9999213656171417, 3948), (0.9999117575962634, 2723)]","[28, 862, 1405, 1731, 2017, 2723, 2804, 3753, 3884, 3948, 4126, 4660, 4661, 9712]"
11,"[(0.9998978514977379, 8571), (0.9998772256830882, 8600), (0.999622998624413, 4236), (0.9995835016600844, 7258), (0.9995691716473688, 7400), (0.9994601160567592, 3829), (0.9994353925099001, 8316), (0.9994093853446272, 4940), (0.9993544981157066, 618), (0.99885995205844, 3469)]","[618, 1278, 3469, 3829, 4236, 4940, 7258, 7400, 8316, 8571, 8600]"
6,"[(0.9999893282151454, 9046), (0.9999740444718007, 9140), (0.9999033975126163, 9766), (0.9998726587701069, 7601), (0.999857359450948, 6777), (0.9997802828821564, 9172), (0.999772408055379, 9297), (0.999726550304116, 8885), (0.9996588767324941, 8366), (0.9996378862007168, 3129)]","[4338, 6777, 7601, 9046, 9140, 9766]"
9,"[(0.9999991065344507, 7646), (0.9999983869055645, 9447), (0.9999982265186239, 9592), (0.9999814352944988, 2820), (0.9999804234816442, 324), (0.9999761118887959, 3275), (0.9999523706357211, 8118), (0.999951338283353, 8954), (0.9998927866970291, 2381), (0.9998562190191865, 3845)]","[324, 2820, 3275, 7646, 8118, 8954, 9447, 9592, 9788]"
1,"[(0.9999306024021309, 3760), (0.9997715676209891, 456), (0.9996891510807794, 3405), (0.9996717347348655, 2240), (0.9995882221972457, 8216), (0.9995116154888242, 3512), (0.9995019357539394, 1002), (0.9994314073621675, 2622), (0.9994228709225839, 3906), (0.999360874890586, 942)]",[3760]
11,"[(0.9999980334421238, 6940), (0.9999823227631169, 7354), (0.9998509753740025, 643), (0.9998308774458678, 1981), (0.9997712863316208, 205), (0.9997450232035324, 2014), (0.9997086365842238, 6328), (0.9996957417522548, 2904), (0.9996595002547263, 6993), (0.9996586057129858, 1490)]","[205, 318, 643, 1490, 1981, 2014, 2248, 6328, 6940, 7354, 7464]"
13,"[(0.9999947775600647, 9907), (0.9999894914094988, 9312), (0.9999866593428992, 4047), (0.999981345876073, 8352), (0.999962468469796, 1587), (0.9999519523715681, 2634), (0.9999385462536955, 2489), (0.9999368053637644, 6958), (0.9999328115696694, 8585), (0.9999284861690042, 4058)]","[1587, 2489, 2634, 3129, 4047, 4058, 4726, 6958, 8352, 8585, 8953, 9312, 9907]"
5,"[(0.9998799570137841, 4114), (0.9998623411068404, 9869), (0.9998423166066718, 6567), (0.9998281945967064, 9453), (0.9998218703456279, 9708), (0.9998025302315419, 6936), (0.9997944286789361, 4381), (0.9997943528246539, 4054), (0.9997476809790118, 855), (0.9997290424426819, 5027)]","[4054, 4114, 5355, 5656, 9869]"
8,"[(0.9999586090732374, 5179), (0.9999556832338711, 9934), (0.9999051872981884, 4233), (0.9998746624367427, 13), (0.9998544270636794, 5347), (0.9998535123332852, 7077), (0.9998518080537401, 5530), (0.9997921173060647, 4044), (0.9997667357292513, 8909), (0.999761815010494, 2685)]","[13, 2685, 4233, 5179, 5347, 5530, 7077, 9934]"
10,"[(0.9999870862611503, 2153), (0.999980541289008, 5235), (0.9999660246021247, 3112), (0.9999654061180814, 9792), (0.9999519011751317, 6149), (0.9999489203759456, 3991), (0.9999409880054424, 49), (0.9999279944929227, 7248), (0.9999114038952769, 8079), (0.9999073519661212, 7687)]","[49, 2153, 3112, 3991, 5235, 5815, 6149, 7248, 7687, 9792]"
10,"[(0.9997041096212628, 5452), (0.9995247137261675, 7280), (0.9991327168823961, 665), (0.998969652290539, 4289), (0.9987828273932865, 6709), (0.9986481223856748, 3705), (0.9982173843090572, 7017), (0.9982111131617752, 9638), (0.998179891908246, 9631), (0.9981505365429265, 2737)]","[665, 2602, 2737, 3705, 4289, 5452, 6709, 7017, 7280, 9631]"
8,"[(0.999941021111435, 4537), (0.9999222557689977, 3816), (0.9999195015164396, 596), (0.9999188564735244, 9061), (0.9999163790673873, 3978), (0.9999022303924482, 5961), (0.9998963318326226, 6079), (0.9998927019118524, 1457), (0.9998905276757204, 7971), (0.999890183941132, 148)]","[596, 1457, 3816, 3978, 4537, 5961, 6079, 9061]"
8,"[(0.9999972762470984, 2844), (0.9999936612488936, 4226), (0.9999903521067312, 3367), (0.9999773282066418, 2697), (0.9999502574658022, 5043), (0.9999415775350725, 9163), (0.9999357701158591, 3881), (0.9999214896276216, 2490), (0.9998824786036482, 9543), (0.9998787230631117, 2611)]","[2490, 2697, 2844, 3367, 3881, 4226, 5043, 9163]"
16,"[(0.9999910434212285, 477), (0.9999753236583039, 1013), (0.9999616506268966, 4220), (0.9999274153414972, 7159), (0.9998754255748741, 1433), (0.9998710902611273, 2677), (0.9998647229932208, 5670), (0.9998486145426073, 6144), (0.9998459072272824, 40), (0.9997833818945313, 7527)]","[40, 477, 720, 739, 826, 1013, 1433, 2677, 4220, 4931, 5270, 5670, 6147, 6230, 6561, 7159]"
9,"[(0.9999821976010664, 7136), (0.9999803093878519, 8933), (0.999967019245484, 4643), (0.9999544944434108, 4101), (0.9999466133176975, 6873), (0.999938974565184, 2762), (0.9999376405077121, 6112), (0.9999213757127348, 8116), (0.9999059764802217, 4497), (0.9999055276208333, 2896)]","[2762, 3550, 4101, 4643, 6112, 6873, 7136, 8116, 8933]"
7,"[(0.999998145126503, 463), (0.9999949359724303, 5705), (0.9999733414598748, 8385), (0.9999601612091968, 8786), (0.9999140360390544, 1991), (0.999880082481505, 225), (0.9997056264835287, 4429), (0.9996166670623796, 2892), (0.9996053199099394, 7629), (0.9995875523861635, 7917)]","[225, 463, 693, 1991, 5705, 8385, 8786]"
8,"[(0.9999837817759393, 2352), (0.9999442714338175, 666), (0.9998873526672775, 5253), (0.9998667871754257, 5328), (0.9998660747577498, 203), (0.9998627694801359, 6529), (0.9998514763355218, 405), (0.9998460317965048, 5405), (0.9998457979040226, 7866), (0.9998443007221749, 8286)]","[405, 666, 2352, 5253, 5405, 6529, 8286, 8531]"
7,"[(0.9999866911925748, 5304), (0.9999857523355216, 4036), (0.9999555177515099, 8113), (0.9999470903179418, 1450), (0.9999461348713297, 6621), (0.9999270815030882, 3481), (0.9998906908617086, 9020), (0.9998863252406356, 3376), (0.9998828834404905, 1151), (0.9998814202096545, 8190)]","[1450, 3481, 4036, 5304, 5599, 6621, 8113]"
10,"[(0.9999218777225418, 4926), (0.9998701754069562, 9763), (0.9997288875520904, 1345), (0.9996849140738538, 2459), (0.9993265895824812, 3198), (0.9992184804847711, 964), (0.9992174135964235, 7542), (0.9990595323433272, 8054), (0.998130236757819, 9083), (0.9977752312306779, 5928)]","[964, 1345, 2459, 3198, 4926, 5928, 7542, 8054, 9083, 9763]"
7,"[(0.9999963428085299, 2615), (0.9999517155199853, 6636), (0.9999149135243405, 1270), (0.9998011437607416, 8938), (0.9997143080750764, 5332), (0.999675619572819, 3394), (0.9996547349147988, 4417), (0.9995571483162851, 9149), (0.9994839293461666, 5300), (0.999480196060649, 4060)]","[1270, 2615, 3394, 4417, 5332, 6636, 8938]"
11,"[(0.9999498155674948, 2000), (0.9998733454983071, 4641), (0.9998069284990515, 6072), (0.9998007885897757, 1391), (0.9997772259706134, 3459), (0.9997103850171849, 6161), (0.9996517316233019, 7578), (0.9994860353601231, 7334), (0.9994852721255226, 6246), (0.9994645002311632, 6470)]","[1391, 2000, 3459, 4641, 5264, 6072, 6161, 6246, 6470, 7334, 7578]"
6,"[(0.9998707120608743, 8889), (0.9996344927653115, 4738), (0.9996113433972426, 8565), (0.9996016756136267, 7739), (0.9995974548158406, 2032), (0.9995880159939546, 1299), (0.9995764464444639, 7394), (0.999532462427083, 2201), (0.9994785724873942, 9490), (0.9994330034541056, 4257)]","[1299, 2032, 4738, 7394, 7739, 8889]"
10,"[(0.9999549805229943, 8758), (0.9999394218508625, 8506), (0.9999230277259966, 3698), (0.9999057406350408, 644), (0.9998952865101183, 8487), (0.9998754796743906, 3981), (0.9997641073773644, 9336), (0.9997622576729217, 6442), (0.9997380574704989, 2417), (0.9997079606294752, 294)]","[644, 2290, 2417, 3698, 3981, 5589, 8487, 8506, 8758, 9336]"
12,"[(0.9999874033901366, 7933), (0.9999116561651558, 6729), (0.9999000858029485, 1908), (0.9998987013100686, 4627), (0.9998898574702175, 159), (0.9998605328102216, 2350), (0.9998314366020699, 6249), (0.9998169549151174, 5668), (0.9998143825757746, 1635), (0.9998135309083307, 352)]","[159, 352, 1635, 1908, 2171, 2350, 3602, 4627, 5668, 6249, 6729, 7933]"
8,"[(0.9999811175743374, 1603), (0.9999570143860743, 5713), (0.9999325238951827, 3955), (0.9998695346412153, 7309), (0.9998666075417126, 897), (0.9998059465514896, 9975), (0.9997838899494944, 1327), (0.9997363865235696, 3200), (0.9997344447715448, 9131), (0.999707107667052, 1462)]","[897, 1603, 3200, 3955, 5713, 7309, 9131, 9975]"
7,"[(0.9998826000034884, 5250), (0.9996467364171014, 3233), (0.9993952343948915, 9097), (0.9993752736135922, 2278), (0.9987269017085108, 5787), (0.9979981588949621, 7952), (0.9975155936893583, 6983), (0.9960901918475428, 17), (0.9959400100779583, 8538), (0.9955892716218142, 2618)]","[2278, 3233, 5250, 5787, 6983, 7952, 9097]"
9,"[(0.9998995017643008, 4295), (0.9998328272994497, 9929), (0.9997717511741705, 8053), (0.9993902703786487, 9030), (0.9993299827346448, 4378), (0.9992749862614826, 7162), (0.9992253877908308, 3099), (0.9986274716420808, 8737), (0.9981890390051336, 5642), (0.9978969152181321, 4884)]","[3099, 4295, 4378, 5642, 7162, 8053, 8737, 9030, 9929]"
10,"[(0.9999745149851819, 2196), (0.9997091375587753, 9429), (0.9994554970249312, 4180), (0.9994103975818919, 101), (0.999363812547299, 5760), (0.9992358668354797, 2754), (0.9991502236147192, 6648), (0.999144813084152, 4811), (0.9984047795196542, 6878), (0.9983986574120215, 725)]","[101, 725, 2196, 2754, 4180, 4811, 5760, 6648, 6878, 9429]"
13,"[(0.9999880809237554, 7303), (0.999968199338431, 8993), (0.9999529868704834, 8384), (0.999933552279885, 4762), (0.999924473373134, 8687), (0.9998668414298831, 8093), (0.9998541167062028, 3928), (0.9998274365155015, 9059), (0.9997750778086217, 4847), (0.9997403931983075, 7216)]","[185, 1640, 1719, 3928, 4762, 4847, 6556, 7303, 8093, 8384, 8687, 8993, 9059]"
9,"[(0.9999982478681927, 4013), (0.999992140796155, 2706), (0.9999797772973598, 41), (0.9999687099315709, 9616), (0.9999353163356223, 8807), (0.9999084223325256, 8113), (0.999901071736731, 5304), (0.9999008502053678, 4991), (0.9998974967401377, 4036), (0.9998865283634617, 194)]","[41, 2706, 4013, 4036, 4991, 5304, 8113, 8807, 9616]"
12,"[(0.9999982193249255, 7934), (0.9999952145855051, 9012), (0.9999415484712313, 2305), (0.999919754599597, 911), (0.9998936883588122, 1230), (0.9998583577480001, 8224), (0.9998566988766011, 7995), (0.9998337281651684, 1938), (0.9998202216132988, 1523), (0.9998127051800916, 4729)]","[272, 911, 1230, 1938, 2305, 4104, 4729, 5725, 6969, 7934, 7995, 9012]"
9,"[(0.9999817687593985, 5315), (0.9999444096324368, 5572), (0.9999212220989134, 4418), (0.9998947953798291, 94), (0.999883223241242, 489), (0.9997439363851197, 4433), (0.9997271778492444, 3142), (0.999724950869175, 9155), (0.9996917576574208, 317), (0.9996856835023581, 2801)]","[94, 489, 2801, 3142, 4418, 5315, 5572, 8239, 9155]"
12,"[(0.9999835535574654, 221), (0.9999477095295449, 3629), (0.9999393089559193, 7904), (0.9999098805410849, 5985), (0.9998919653246928, 1076), (0.9995754149174855, 112), (0.999541401671871, 9007), (0.9995289134843359, 4321), (0.9993823944350335, 1568), (0.9993265540990313, 6401)]","[112, 221, 1076, 1568, 3629, 4321, 5985, 7453, 7548, 7904, 8152, 9007]"
7,"[(0.9999828084563501, 1210), (0.9999799625825948, 8665), (0.9999578242626648, 8397), (0.9999551297920627, 4648), (0.9999276998301301, 8215), (0.9999240613441911, 117), (0.9999023114248372, 3661), (0.9998788076414789, 9494), (0.9998613615795163, 4221), (0.9998527238194308, 3176)]","[117, 1210, 3661, 4648, 8215, 8397, 8665]"
12,"[(0.9999670719649985, 9011), (0.9999590461660798, 6931), (0.9999498947621485, 6432), (0.9999405954757934, 8804), (0.999902158631045, 8014), (0.9999008955063963, 7409), (0.9998863202278291, 5086), (0.9998762828590936, 7153), (0.9998588804132562, 8163), (0.9998543779144572, 7299)]","[146, 3873, 5086, 6432, 6931, 7153, 7299, 7409, 8014, 8163, 8804, 9011]"
10,"[(0.9999823899516159, 5576), (0.99997529682393, 1177), (0.9999217690882819, 3502), (0.9999122102889396, 880), (0.9999113084290976, 1326), (0.999898535907544, 5858), (0.999885816399064, 8030), (0.9998788333691093, 6436), (0.9998608978138995, 149), (0.99985624493109, 483)]","[149, 880, 1177, 1326, 3502, 5576, 5858, 7428, 7902, 9031]"
9,"[(0.9999791128876723, 2238), (0.9999767509105641, 1203), (0.9999631472785331, 8351), (0.9999587374782424, 1486), (0.9999565672522832, 2930), (0.999929349040189, 2094), (0.9998834731359582, 4854), (0.9998657865380123, 4809), (0.9998604916303218, 1449), (0.9997840284088064, 5762)]","[1203, 1449, 1486, 2094, 2238, 2930, 4809, 4854, 8351]"
10,"[(0.9999434559350538, 4362), (0.9999146120984935, 4134), (0.9998519500607013, 7143), (0.9997795951805979, 6633), (0.9997179349683296, 5839), (0.9995723309331939, 3895), (0.9993508586920845, 8338), (0.9993503119632381, 2160), (0.9992831608766982, 4357), (0.9992278891741083, 7943)]","[2069, 2160, 3895, 4134, 4357, 4362, 5839, 6633, 7143, 8338]"
5,"[(0.9999623778071987, 5254), (0.9999409837233592, 407), (0.9999277210307793, 3984), (0.9997492746588753, 1281), (0.9996870984306403, 1901), (0.9995924760528443, 2133), (0.9995814473504891, 9393), (0.999493605394784, 1193), (0.9994927185899481, 8578), (0.9994550538224573, 7842)]","[407, 1281, 3683, 3984, 5254]"
14,"[(0.9999976569295543, 944), (0.9999800291986422, 8583), (0.9999132441586747, 844), (0.9998624684622313, 8003), (0.9998190841654934, 6069), (0.9997041677459838, 9330), (0.999683843188524, 4563), (0.9996431298701858, 7875), (0.9996204820924406, 3380), (0.9996145308312212, 4301)]","[844, 944, 996, 1823, 3227, 3380, 4301, 4563, 5665, 6069, 6950, 8003, 8583, 9330]"
9,"[(0.9999928127159756, 4051), (0.9999907255371577, 9133), (0.999979223699302, 8897), (0.9999656812141473, 3509), (0.9999496324259269, 8851), (0.9999422491703227, 8515), (0.9999292811359194, 2612), (0.9999082915684796, 4014), (0.9998581111808397, 5290), (0.9998475367355668, 5618)]","[2612, 3509, 4014, 4051, 5290, 8515, 8851, 8897, 9133]"
12,"[(0.9999921862881385, 1299), (0.9999915304981254, 2032), (0.9999843692553614, 7394), (0.9998121876179141, 4738), (0.9998033206585423, 6012), (0.9997309495851278, 8565), (0.9996398802435785, 2781), (0.9996366602317072, 2201), (0.9996130583103587, 8889), (0.9996016756136267, 7719)]","[1299, 2018, 2032, 2781, 3886, 4738, 5019, 6012, 7394, 7719, 8565, 8889]"
12,"[(0.9998656501851649, 4696), (0.9996883068821771, 9863), (0.9996772559090026, 5440), (0.9996715528632684, 2009), (0.9995557043905187, 5875), (0.9995549711565095, 5065), (0.9995536953132286, 4495), (0.9994604843862591, 730), (0.999368114263972, 8310), (0.9993092807387207, 1064)]","[163, 730, 1064, 2009, 4495, 4696, 5065, 5440, 5875, 5972, 8310, 9863]"
10,"[(0.9997611328249799, 1010), (0.9994431357056279, 53), (0.9993714519042658, 2848), (0.9992889912984072, 539), (0.999032433383727, 30), (0.9988781721742246, 2230), (0.9988359299643077, 3911), (0.9987934401669956, 2158), (0.9987061466582032, 4244), (0.9985984747146928, 3289)]","[53, 539, 1010, 2158, 2230, 2402, 2848, 3911, 4244, 9211]"
11,"[(0.9999709344188911, 2513), (0.999867198224685, 1447), (0.9998420764839281, 1226), (0.9998347545142994, 2070), (0.9997285499706866, 6765), (0.9996309459110346, 8853), (0.9995753220367452, 8607), (0.9995229154973887, 8631), (0.9994582861061335, 4869), (0.9993447208780717, 2908)]","[1226, 1447, 2070, 2513, 2908, 3747, 4869, 6765, 8607, 8631, 8853]"
10,"[(0.999991404650483, 5083), (0.9999776958881842, 9508), (0.9999648992325569, 61), (0.9998831018971673, 2260), (0.9998809525196856, 670), (0.9998752027138552, 396), (0.9998645368381699, 798), (0.999835824850576, 2071), (0.9998302477950591, 1863), (0.9998169057830856, 5191)]","[61, 396, 670, 798, 2071, 2260, 2472, 4921, 5083, 9508]"
7,"[(0.9999841403595608, 418), (0.999979589807934, 4558), (0.9999639997911403, 806), (0.999958803615997, 8141), (0.9999427944492923, 4287), (0.9999324193290416, 4446), (0.9998482856129699, 4548), (0.9998418092447725, 6874), (0.9998293760055825, 5042), (0.9998265004446519, 1206)]","[418, 806, 4287, 4446, 4558, 8141, 9409]"
15,"[(0.99974559764729, 751), (0.9996037791502608, 3716), (0.9995041388299857, 2711), (0.9993848513208624, 8840), (0.9984848847668631, 2312), (0.9982937121530925, 2758), (0.9972539044504299, 661), (0.997253334176075, 8389), (0.9971354688974345, 4848), (0.9967816610132167, 3282)]","[661, 751, 1667, 1882, 2312, 2711, 2758, 3282, 3716, 4848, 5554, 8059, 8389, 8813, 8840]"
10,"[(0.9999989911502212, 412), (0.9999934417890526, 3033), (0.9999802298343722, 8252), (0.9999678871457384, 6020), (0.9999516171897579, 4347), (0.9999495629200869, 1600), (0.9999399621533236, 3189), (0.9998856990422269, 6908), (0.9998835450449981, 1708), (0.999876344951554, 5399)]","[412, 1600, 1708, 3033, 3189, 4347, 6020, 6908, 6917, 8252]"
3,"[(0.9996542314613958, 5585), (0.9995840986832857, 4604), (0.9992043480454943, 3100), (0.9992031083774569, 165), (0.9991921516559923, 1087), (0.9991916804174447, 3402), (0.9990912695482305, 2265), (0.9990560805454801, 5911), (0.9990529078649623, 1678), (0.9989857189574944, 7924)]","[3100, 4604, 5585]"
13,"[(0.9997394466121001, 5370), (0.9994244976762083, 550), (0.9992149918900487, 3483), (0.9990397884710533, 7269), (0.9989898933739797, 5439), (0.9987752262138628, 8542), (0.9979765239599636, 6188), (0.9974139139385403, 3149), (0.9970691848032166, 9824), (0.9970004133005801, 6997)]","[59, 206, 550, 3149, 3483, 5370, 5439, 6188, 7269, 8542, 8812, 9704, 9824]"
12,"[(0.9998501910877385, 783), (0.9997915279158085, 3202), (0.9997174155606925, 5017), (0.9996436371348701, 8476), (0.9995637556427326, 7290), (0.9995446750321271, 5484), (0.998962550797963, 4731), (0.9988143877439207, 7088), (0.9985643555575612, 2819), (0.9984767531412058, 4900)]","[783, 2819, 3202, 4642, 4731, 4900, 5017, 5484, 7088, 7290, 7846, 8476]"
9,"[(0.9999256985783774, 280), (0.9999178613186697, 8682), (0.9999049850014894, 4222), (0.9998970422805673, 2769), (0.9998762183702878, 7625), (0.9998732289587665, 6419), (0.9998536504020131, 7413), (0.9998464062010087, 8290), (0.9998038382977842, 332), (0.9997782602624403, 6568)]","[280, 332, 2769, 4222, 6419, 7413, 7625, 8682, 9442]"
15,"[(0.9999971245298582, 204), (0.9999959272170236, 1448), (0.9999907848081088, 3377), (0.9999863839943347, 4286), (0.9999741283669916, 5605), (0.999970398701719, 4792), (0.9999537837915167, 8609), (0.9999402131748926, 9607), (0.9999354960067599, 8038), (0.9999351534383132, 795)]","[204, 303, 795, 1283, 1448, 3377, 4286, 4593, 4792, 5520, 5605, 6092, 8038, 8609, 9607]"
9,"[(0.9999957659831322, 9223), (0.9999935861991015, 1822), (0.9999723730199492, 3986), (0.999933988305033, 5744), (0.9999326525056221, 472), (0.9999191101733287, 4808), (0.9998921800699176, 7424), (0.9998812959519654, 5717), (0.9998790033151677, 2317), (0.9998781126573211, 6537)]","[472, 1822, 3986, 4808, 5744, 7329, 7424, 8719, 9223]"
12,"[(0.9999292470654337, 7471), (0.9998663903889596, 5108), (0.999845234277382, 1867), (0.9998386434102023, 3851), (0.9998046552594827, 9779), (0.9997173809725562, 3719), (0.9997136626414244, 6247), (0.9997133840074216, 202), (0.9996923456272747, 4986), (0.999662024128864, 3769)]","[202, 1867, 2386, 3719, 3769, 3851, 4986, 5108, 6247, 7471, 9779, 9952]"
9,"[(0.9999292836920314, 5243), (0.9995262573257302, 7945), (0.9985637608980715, 2830), (0.9983115351516362, 3155), (0.9979958615676382, 7051), (0.9970484218613295, 3681), (0.9966610385643611, 1986), (0.996380872348954, 1205), (0.9947698340523188, 3491), (0.9945598664704584, 9969)]","[1205, 1986, 2830, 3155, 3491, 3681, 5243, 7051, 7945]"
8,"[(0.9999700448311468, 7976), (0.9999658935967077, 9532), (0.9999512192479459, 4989), (0.9999477632170564, 1887), (0.9999316347900015, 5756), (0.9999290838714464, 173), (0.9999244429094932, 5853), (0.9999123216827072, 7483), (0.9999090829093761, 2574), (0.9998869123588361, 8329)]","[173, 1851, 1887, 4989, 5756, 5853, 7976, 9532]"
